month,date,time,month/date,Ufh,Ufc,fH,fC
1,8,16, 01/08,0.6052895144157286,0.0,1.0,0.0
1,8,17, 01/08,0.0,0.8525487135934853,1.0,0.0
1,8,18, 01/08,0.0,0.923684652723599,1.0,0.0
1,8,19, 01/08,0.0,0.9179601476534794,1.0,0.0
1,8,20, 01/08,0.0,0.9242289498480919,1.0,0.0
1,8,21, 01/08,0.0,0.9327624265940203,1.0,0.0
1,8,22, 01/08,0.0,0.9302289931623567,1.0,0.0
1,8,23, 01/08,0.0,0.929519535677108,1.0,0.0
1,8,24, 01/08,0.0,0.9316382468107879,1.0,0.0
1,9,1, 01/09,0.0,0.9343552274567603,1.0,0.0
1,9,2, 01/09,0.0,0.9381526546753872,1.0,0.0
1,9,3, 01/09,0.0,0.939794563499825,1.0,0.0
1,9,4, 01/09,0.0,0.9380702112182665,1.0,0.0
1,9,5, 01/09,0.0,0.9390157346987178,1.0,0.0
1,9,6, 01/09,0.0,0.9388799989168116,1.0,0.0
1,9,7, 01/09,0.0,0.9454134481507991,1.0,0.0
1,9,8, 01/09,0.9653459884701113,0.0,1.0,0.0
1,9,9, 01/09,1.0129251372108223,0.0,1.0,0.0
1,9,10, 01/09,1.0072689158160608,0.0,1.0,0.0
1,9,11, 01/09,0.8883877398284592,0.0,1.0,0.0
1,9,12, 01/09,0.5362823868580924,0.0,1.0,0.0
1,9,13, 01/09,0.6367670719569722,0.0,1.0,0.0
1,9,14, 01/09,0.8094408143453231,0.0,1.0,0.0
1,9,15, 01/09,0.7782458858090713,0.0,1.0,0.0
1,9,16, 01/09,0.678271884546671,0.0,1.0,0.0
1,9,17, 01/09,0.4937915184704701,0.031009279611790008,1.0,0.0
1,9,18, 01/09,0.26904456608373084,0.5998719917533586,1.0,0.0
1,9,19, 01/09,0.0,0.7449353831010823,1.0,0.0
1,9,20, 01/09,0.2307787191404843,0.3896174810993067,1.0,0.0
1,9,21, 01/09,0.30429354955694066,0.6194032269846795,1.0,0.0
1,9,22, 01/09,0.0,0.8064549705487378,1.0,0.0
1,9,23, 01/09,0.0,0.8353861079066826,1.0,0.0
1,9,24, 01/09,0.0,0.8059183968377273,1.0,0.0
1,10,1, 01/10,0.0,0.8031638688518338,1.0,0.0
1,10,2, 01/10,0.0,0.8044586322768479,1.0,0.0
1,10,3, 01/10,0.0,0.809939119050068,1.0,0.0
1,10,4, 01/10,0.0,0.8299224559108889,1.0,0.0
1,10,5, 01/10,0.0,0.8465183555860671,1.0,0.0
1,10,6, 01/10,0.0,0.8733660071662502,1.0,0.0
1,10,7, 01/10,0.0,0.874901723446107,1.0,0.0
1,10,8, 01/10,1.1136689882025543,0.0,1.0,0.0
1,10,9, 01/10,1.0751702042661189,0.0,1.0,0.0
1,10,10, 01/10,1.0301985292056355,0.0,1.0,0.0
1,10,11, 01/10,1.0063326322553607,0.0,1.0,0.0
1,10,12, 01/10,0.9836979646386748,0.0,1.0,0.0
1,10,13, 01/10,0.9608313841461638,0.0,1.0,0.0
1,10,14, 01/10,0.8749234812991815,0.0,1.0,0.0
1,10,15, 01/10,0.6979424365623174,0.0,1.0,0.0
1,10,16, 01/10,0.0,0.5056720403390915,1.0,0.0
1,10,17, 01/10,0.0,0.8281899176532507,1.0,0.0
1,10,18, 01/10,0.0,0.8574299956413485,1.0,0.0
1,10,19, 01/10,0.0,0.8654158728418224,1.0,0.0
1,10,20, 01/10,0.0,0.8671697079124324,1.0,0.0
1,10,21, 01/10,0.0,0.8831233267957811,1.0,0.0
1,10,22, 01/10,0.0,0.9016756435756668,1.0,0.0
1,10,23, 01/10,0.0,0.9056287815902003,1.0,0.0
1,10,24, 01/10,0.0,0.8996736036552039,1.0,0.0
1,11,1, 01/11,0.0,0.892659463434797,1.0,0.0
1,11,2, 01/11,0.0,0.8912882989103774,1.0,0.0
1,11,3, 01/11,0.0,0.881441476423307,1.0,0.0
1,11,4, 01/11,0.0,0.8789368764591874,1.0,0.0
1,11,5, 01/11,0.0,0.892508777346026,1.0,0.0
1,11,6, 01/11,0.0,0.9013571389123392,1.0,0.0
1,11,7, 01/11,0.0,0.9001942196947575,1.0,0.0
1,11,8, 01/11,1.3312838380554226,0.0,1.0,0.0
